Table Name,Table Description,Column Name,Column Description,Data Element,Checktable,Datatype,Length,Decimals,Table Description Short,Column Description Short
NACH,Detailed output data,ACALL,Unused field,NA_OBS001,,CHAR,1,0,Detailed output data,unused_field
NACH,Detailed output data,OBJAC,Unused field,NA_OBS001,,CHAR,1,0,Detailed output data,unused_field
NACH,Detailed output data,OBJRR,Unused field,NA_OBS001,,CHAR,1,0,Detailed output data,unused_field
NACH,Detailed output data,OBJRN,Unused field,NA_OBS001,,CHAR,1,0,Detailed output data,unused_field
NACH,Detailed output data,OUTFL,Unused field,NA_OBS001,,CHAR,1,0,Detailed output data,unused_field
NACH,Detailed output data,OBJSNS,Unused field,NA_OBS001,,CHAR,1,0,Detailed output data,unused_field
NACH,Detailed output data,OBJPRI,Unused field,NA_OBS001,,CHAR,1,0,Detailed output data,unused_field
NACH,Detailed output data,OBJCP,Unused field,NA_OBS001,,CHAR,1,0,Detailed output data,unused_field
NACH,Detailed output data,LDEST,Spool: Output device,RSPOPNAME,TSP03,CHAR,4,0,Detailed output data,spool_output_device
NACH,Detailed output data,DSNAM,Spool request: Name,RSPO0NAME,,CHAR,6,0,Detailed output data,spool_request_name
NACH,Detailed output data,DSUF1,Spool request: Suffix 1,RSPO1NAME,,CHAR,4,0,Detailed output data,spool_request_suffix_1
NACH,Detailed output data,DSUF2,Spool request: Suffix 2,RSPO2NAME,,CHAR,12,0,Detailed output data,spool_request_suffix_2
NACH,Detailed output data,DIMME,Print immediately,TDIMMED,,CHAR,1,0,Detailed output data,print_immediately
NACH,Detailed output data,DELET,Release after output,TDDELETE,,CHAR,1,0,Detailed output data,release_after_output
NACH,Detailed output data,TDRECEIVER,Spool Recipient Name,SYPRREC,,CHAR,12,0,Detailed output data,spool_recipient_name
NACH,Detailed output data,TDDIVISION,Spool Department Name,SYPRABT,,CHAR,12,0,Detailed output data,spool_department_name
NACH,Detailed output data,TDOCOVER,Print: SAP cover page,SYPRSAP,,CHAR,1,0,Detailed output data,print_sap_cover_page
NACH,Detailed output data,TDCOVTITLE,Spool Description,SYPRTXT,,CHAR,68,0,Detailed output data,spool_description
NACH,Detailed output data,TDAUTORITY,Print: Authorization,SYPRBER,,CHAR,12,0,Detailed output data,print_authorization
NACH,Detailed output data,ACOUT,ToDo: To Be Completed Outside SAPoffice,SO_ACOUT,,CHAR,1,0,Detailed output data,todo_to_be_completed_outs
NACH,Detailed output data,SKIPS,Unused field,NA_OBS001,,CHAR,1,0,Detailed output data,unused_field
NACH,Detailed output data,ACMEM,Process: memory ID,SO_ACMEM,,CHAR,32,0,Detailed output data,process_memory_id
NACH,Detailed output data,ACNAM,"Execute: Name of report, FM, DB, T-Codes (old length)",SNA_ACNAM,,CHAR,30,0,Detailed output data,"execute_name_of_report,_f"
NACH,Detailed output data,EVENT,Event,SWO_EVENT,,CHAR,32,0,Detailed output data,event
NACH,Detailed output data,OBJTYPE,Object type,OJ_NAME,,CHAR,10,0,Detailed output data,object_type
NACH,Detailed output data,TDSCHEDULE,Send time request,SKSCHEDULE,,CHAR,3,0,Detailed output data,send_time_request
NACH,Detailed output data,TDARMOD,Print: Archiving mode,SYARMOD,,CHAR,1,0,Detailed output data,print_archiving_mode
NAST,Message Status,MANDT,Client,MANDT,T000,CLNT,3,0,Message Status,client
NAST,Message Status,KAPPL,Application for message conditions,SNA_KAPPL,,CHAR,2,0,Message Status,application_for_message_c
NAST,Message Status,OBJKY,Object key,NA_OBJKEY,,CHAR,30,0,Message Status,object_key
NAST,Message Status,KSCHL,Message type,SNA_KSCHL,,CHAR,4,0,Message Status,message_type
NAST,Message Status,SPRAS,Message language,NA_SPRAS,T002,LANG,1,0,Message Status,message_language
NAST,Message Status,PARNR,Message partner,NA_PARNR,,CHAR,10,0,Message Status,message_partner
NAST,Message Status,PARVW,Partner function (for example SH for ship-to party),SNA_PARVW,,CHAR,2,0,Message Status,partner_function__for_exa
NAST,Message Status,ERDAT,Date on which status record was created,NA_ERDAT,,DATS,8,0,Message Status,date_on_which_status_reco
NAST,Message Status,ERUHR,Time at which status record was created,NA_ERUHR,,TIMS,6,0,Message Status,time_at_which_status_reco
NAST,Message Status,ADRNR,Address number,AD_ADDRNUM,,CHAR,10,0,Message Status,address_number
NAST,Message Status,NACHA,Message transmission medium,NA_NACHA,,CHAR,1,0,Message Status,message_transmission_medi
NAST,Message Status,ANZAL,Number of messages (original + copies),NA_ANZAL,,DEC,2,0,Message Status,number_of_messages__origi
NAST,Message Status,VSZTP,Dispatch time,NA_VSZTP,,CHAR,1,0,Message Status,dispatch_time
NAST,Message Status,VSDAT,Requested date for sending message,NA_VSDAT,,DATS,8,0,Message Status,requested_date_for_sendin
NAST,Message Status,VSURA,Requested time for sending message (from),NA_VSURA,,TIMS,6,0,Message Status,requested_time_for_sendin
NAST,Message Status,VSURB,Requested time for sending message (to),NA_VSURB,,TIMS,6,0,Message Status,requested_time_for_sendin
NAST,Message Status,MANUE,Message processed manually,NA_MANUE,,CHAR,1,0,Message Status,message_processed_manuall
NAST,Message Status,DATVR,Processing date,NA_DATVR,,DATS,8,0,Message Status,processing_date
NAST,Message Status,UHRVR,Processing time,NA_UHRVR,,TIMS,6,0,Message Status,processing_time
NAST,Message Status,DATRE,Date of the expected response to a message,NA_DATRE,,DATS,8,0,Message Status,date_of_the_expected_resp
NAST,Message Status,USNAM,User name,USNAM,,CHAR,12,0,Message Status,user_name
NAST,Message Status,VSTAT,Processing status of message,NA_VSTAT,,CHAR,1,0,Message Status,processing_status_of_mess
NAST,Message Status,AKTIV,Active,NA_AKTIV,,CHAR,1,0,Message Status,active
NAST,Message Status,TCODE,Communication strategy,CSTRATEGY,TCSTR,CHAR,4,0,Message Status,communication_strategy
NAST,Message Status,LDEST,Spool: Output device,RSPOPNAME,TSP03,CHAR,4,0,Message Status,spool_output_device
NAST,Message Status,DSNAM,Spool request: Name,RSPO0NAME,,CHAR,6,0,Message Status,spool_request_name
NAST,Message Status,DSUF1,Spool request: Suffix 1,RSPO1NAME,,CHAR,4,0,Message Status,spool_request_suffix_1
NAST,Message Status,DSUF2,Spool request: Suffix 2,RSPO2NAME,,CHAR,12,0,Message Status,spool_request_suffix_2
NAST,Message Status,DIMME,Print immediately,TDIMMED,,CHAR,1,0,Message Status,print_immediately
NAST,Message Status,DELET,Release after output,TDDELETE,,CHAR,1,0,Message Status,release_after_output
NAST,Message Status,TELFX,Fax number,NA_TELFX,,CHAR,31,0,Message Status,fax_number
NAST,Message Status,TELX1,Telex number,TELX1,,CHAR,30,0,Message Status,telex_number
NAST,Message Status,TELTX,Teletex number,TELTX,,CHAR,30,0,Message Status,teletex_number
NAST,Message Status,AENDE,Change message flag,NA_AENDE,,CHAR,1,0,Message Status,change_message_flag
NAST,Message Status,REPET,Repeatability of message,NA_REPET,,CHAR,1,0,Message Status,repeatability_of_message
NAST,Message Status,REPID,Unused field,NA_OBS008,,CHAR,8,0,Message Status,unused_field
NAST,Message Status,PFLD1,Unused field,NA_OBS030,,CHAR,30,0,Message Status,unused_field
NAST,Message Status,PFLD2,Unused field,NA_OBS030,,CHAR,30,0,Message Status,unused_field
NAST,Message Status,PFLD3,Unused field,NA_OBS030,,CHAR,30,0,Message Status,unused_field
NAST,Message Status,PFLD4,WFMC: SAPscript form in 30-character field,NA_TDFORM,,CHAR,30,0,Message Status,wfmc_sapscript_form_in_30
NAST,Message Status,PFLD5,WFMC: Function module for print formatting,NA_LABEL,TFDIR,CHAR,30,0,Message Status,wfmc_function_module_for_
NAST,Message Status,PMID1,Unused field,NA_OBS003,,CHAR,3,0,Message Status,unused_field
NAST,Message Status,PMID2,Unused field,NA_OBS003,,CHAR,3,0,Message Status,unused_field
NAST,Message Status,PMID3,Unused field,NA_OBS003,,CHAR,3,0,Message Status,unused_field
NAST,Message Status,PMID4,Unused field,NA_OBS003,,CHAR,3,0,Message Status,unused_field
NAST,Message Status,PMID5,Unused field,NA_OBS003,,CHAR,3,0,Message Status,unused_field
NAST,Message Status,TDNAME,Object key (long),NA_OBJKY_L,,CHAR,70,0,Message Status,object_key__long_
NAST,Message Status,TDID,Text ID,TDID,TTXID,CHAR,4,0,Message Status,text_id
NAST,Message Status,TDSPRAS,Language Key,SPRAS,T002,LANG,1,0,Message Status,language_key
NAST,Message Status,EDIKEY,Dunning Date (Used in Retail),NA_DUNNING_DATE,,CHAR,8,0,Message Status,dunning_date__used_in_ret
NAST,Message Status,EDITRANS,Dunning Time (Used in Retail),NA_DUNNING_TIME,,CHAR,6,0,Message Status,dunning_time__used_in_ret
NAST,Message Status,SNDDR,Send: As disregard,SO_SND_DR,,CHAR,1,0,Message Status,send_as_disregard
NAST,Message Status,SNDEX,Unused field,NA_OBS001,,CHAR,1,0,Message Status,unused_field
NAST,Message Status,SNDCP,Unused field,NA_OBS001,,CHAR,1,0,Message Status,unused_field
NAST,Message Status,SNDBC,"Address type (1=Organization, 2=Person, 3=Contact person)",AD_ADRTYPE,,CHAR,1,0,Message Status,address_type__1=organizat
NAST,Message Status,FORFB,Requested Status,BCS_RQST,,CHAR,1,0,Message Status,requested_status
NAST,Message Status,PRIFB,Setting for Which Statuses Are Reported by Mail,BCS_STML,,CHAR,1,0,Message Status,setting_for_which_statuse
NAST,Message Status,ACALL,Unused field,NA_OBS001,,CHAR,1,0,Message Status,unused_field
NAST,Message Status,OBJAC,Unused field,NA_OBS001,,CHAR,1,0,Message Status,unused_field
NAST,Message Status,OBJRR,Unused field,NA_OBS001,,CHAR,1,0,Message Status,unused_field
NAST,Message Status,OBJRN,Unused field,NA_OBS001,,CHAR,1,0,Message Status,unused_field
NAST,Message Status,OUTFL,Unused field,NA_OBS001,,CHAR,1,0,Message Status,unused_field
NAST,Message Status,OBJSNS,Unused field,NA_OBS001,,CHAR,1,0,Message Status,unused_field
NAST,Message Status,OBJPRI,Unused field,NA_OBS001,,CHAR,1,0,Message Status,unused_field
NAST,Message Status,OBJCP,Unused field,NA_OBS001,,CHAR,1,0,Message Status,unused_field
NAST,Message Status,NAUTO,Message determined via conditions,NA_NAUTO,,CHAR,1,0,Message Status,message_determined_via_co
NAST,Message Status,TDRECEIVER,Spool Recipient Name,SYPRREC,,CHAR,12,0,Message Status,spool_recipient_name
NAST,Message Status,TDDIVISION,Spool Department Name,SYPRABT,,CHAR,12,0,Message Status,spool_department_name
NAST,Message Status,TDOCOVER,Print: SAP cover page,SYPRSAP,,CHAR,1,0,Message Status,print_sap_cover_page
NAST,Message Status,TDCOVTITLE,Spool Description,SYPRTXT,,CHAR,68,0,Message Status,spool_description
NAST,Message Status,TDAUTORITY,Print: Authorization,SYPRBER,,CHAR,12,0,Message Status,print_authorization
NAST,Message Status,TDARMOD,Print: Archiving mode,SYARMOD,,CHAR,1,0,Message Status,print_archiving_mode
NAST,Message Status,OPTARCNR,Archive number for optical archives,NA_OPTAR,,NUMC,10,0,Message Status,archive_number_for_optica
NAST,Message Status,CMFPNR,Error management number,NA_CMF_NR,,NUMC,12,0,Message Status,error_management_number
NAST,Message Status,USRNAM,"WFMC: Address number, 12 characters",NA_PERS_12,,CHAR,12,0,Message Status,"wfmc_address_number,_12_c"
NAST,Message Status,EVENT,Event,SWO_EVENT,,CHAR,32,0,Message Status,event
NAST,Message Status,SORT1,Sort criteria for message status records,NAST_SORTK,,CHAR,20,0,Message Status,sort_criteria_for_message
NAST,Message Status,SORT2,Sort criteria for message status records,NAST_SORTK,,CHAR,20,0,Message Status,sort_criteria_for_message
NAST,Message Status,SORT3,Sort criteria for message status records,NAST_SORTK,,CHAR,20,0,Message Status,sort_criteria_for_message
NAST,Message Status,OBJTYPE,Object type,OJ_NAME,TOJTB,CHAR,10,0,Message Status,object_type
NAST,Message Status,TDSCHEDULE,Send time request,SKSCHEDULE,,CHAR,3,0,Message Status,send_time_request
NAST,Message Status,TLAND,Country Key,LAND1,T005,CHAR,3,0,Message Status,country_key
RESB,Reservation/dependent requirements,MANDT,Client,MANDT,T000,CLNT,3,0,Reservation/dependent requirements,client
RESB,Reservation/dependent requirements,RSNUM,Number of Reservation/Dependent Requirement,RSNUM,,NUMC,10,0,Reservation/dependent requirements,number_of_reservation_dep
RESB,Reservation/dependent requirements,RSPOS,Item Number of Reservation/Dependent Requirement,RSPOS,,NUMC,4,0,Reservation/dependent requirements,item_number_of_reservatio
RESB,Reservation/dependent requirements,RSART,Record type,RSART,,CHAR,1,0,Reservation/dependent requirements,record_type
RESB,Reservation/dependent requirements,BDART,Requirement type,BDART,,CHAR,2,0,Reservation/dependent requirements,requirement_type
RESB,Reservation/dependent requirements,RSSTA,Status of reservation,RSSTA,,CHAR,1,0,Reservation/dependent requirements,status_of_reservation
RESB,Reservation/dependent requirements,XLOEK,Item is Deleted,XLOEK,,CHAR,1,0,Reservation/dependent requirements,item_is_deleted
RESB,Reservation/dependent requirements,XWAOK,Goods Movement for Reservation Allowed,XWAOK,,CHAR,1,0,Reservation/dependent requirements,goods_movement_for_reserv
RESB,Reservation/dependent requirements,KZEAR,Final Issue for This Reservation,KZEAR,,CHAR,1,0,Reservation/dependent requirements,final_issue_for_this_rese
RESB,Reservation/dependent requirements,XFEHL,Missing Part,XFEHL,,CHAR,1,0,Reservation/dependent requirements,missing_part
RESB,Reservation/dependent requirements,MATNR,Material Number,MATNR,MARA,CHAR,18,0,Reservation/dependent requirements,material_number
RESB,Reservation/dependent requirements,WERKS,Plant,WERKS_D,T001W,CHAR,4,0,Reservation/dependent requirements,plant
RESB,Reservation/dependent requirements,LGORT,Storage Location,LGORT_D,T001L,CHAR,4,0,Reservation/dependent requirements,storage_location
RESB,Reservation/dependent requirements,PRVBE,Production Supply Area,PRVBE,,CHAR,10,0,Reservation/dependent requirements,production_supply_area
RESB,Reservation/dependent requirements,CHARG,Batch Number,CHARG_D,MCHA,CHAR,10,0,Reservation/dependent requirements,batch_number
RESB,Reservation/dependent requirements,PLPLA,Distribution of Differences,PLPLA,,CHAR,10,0,Reservation/dependent requirements,distribution_of_differenc
RESB,Reservation/dependent requirements,SOBKZ,Special Stock Indicator,SOBKZ,T148,CHAR,1,0,Reservation/dependent requirements,special_stock_indicator
RESB,Reservation/dependent requirements,BDTER,Requirement Date for the Component,BDTER,,DATS,8,0,Reservation/dependent requirements,requirement_date_for_the_
RESB,Reservation/dependent requirements,BDMNG,Requirement Quantity,BDMNG,,QUAN,13,3,Reservation/dependent requirements,requirement_quantity
RESB,Reservation/dependent requirements,MEINS,Base Unit of Measure,MEINS,T006,UNIT,3,0,Reservation/dependent requirements,base_unit_of_measure
RESB,Reservation/dependent requirements,SHKZG,Debit/Credit Indicator,SHKZG,,CHAR,1,0,Reservation/dependent requirements,debit_credit_indicator
RESB,Reservation/dependent requirements,FMENG,Quantity is Fixed,FMENG,,CHAR,1,0,Reservation/dependent requirements,quantity_is_fixed
RESB,Reservation/dependent requirements,ENMNG,Quantity Withdrawn,ENMNG,,QUAN,13,3,Reservation/dependent requirements,quantity_withdrawn
RESB,Reservation/dependent requirements,ENWRT,Value Withdrawn,ENWRT,,CURR,13,2,Reservation/dependent requirements,value_withdrawn
RESB,Reservation/dependent requirements,WAERS,Currency Key,WAERS,TCURC,CUKY,5,0,Reservation/dependent requirements,currency_key
RESB,Reservation/dependent requirements,ERFMG,Quantity in Unit of Entry,ERFMG,,QUAN,13,3,Reservation/dependent requirements,quantity_in_unit_of_entry
RESB,Reservation/dependent requirements,ERFME,Unit of Entry,ERFME,T006,UNIT,3,0,Reservation/dependent requirements,unit_of_entry
RESB,Reservation/dependent requirements,PLNUM,Planned order number,PLNUM,PLAF,CHAR,10,0,Reservation/dependent requirements,planned_order_number
RESB,Reservation/dependent requirements,BANFN,Purchase Requisition Number,BANFN,,CHAR,10,0,Reservation/dependent requirements,purchase_requisition_numb
RESB,Reservation/dependent requirements,BNFPO,Item Number of Purchase Requisition,BNFPO,EBAN,NUMC,5,0,Reservation/dependent requirements,item_number_of_purchase_r
RESB,Reservation/dependent requirements,AUFNR,Order Number,AUFNR,AUFK,CHAR,12,0,Reservation/dependent requirements,order_number
RESB,Reservation/dependent requirements,BAUGR,Material number of higher-level assembly,BAUGR,MARA,CHAR,18,0,Reservation/dependent requirements,material_number_of_higher
RESB,Reservation/dependent requirements,SERNR,BOM explosion number,SERNR,SNUM,CHAR,8,0,Reservation/dependent requirements,bom_explosion_number
RESB,Reservation/dependent requirements,KDAUF,Sales Order Number,KDAUF,VBUK,CHAR,10,0,Reservation/dependent requirements,sales_order_number
RESB,Reservation/dependent requirements,KDPOS,Item Number in Sales Order,KDPOS,,NUMC,6,0,Reservation/dependent requirements,item_number_in_sales_orde
RESB,Reservation/dependent requirements,KDEIN,Delivery Schedule for Sales Order,KDEIN,,NUMC,4,0,Reservation/dependent requirements,delivery_schedule_for_sal
RESB,Reservation/dependent requirements,PROJN,Old: Project number : No longer used --> PS_POSNR,PROJN,,CHAR,16,0,Reservation/dependent requirements,old_project_number__no_lo
RESB,Reservation/dependent requirements,BWART,Movement Type (Inventory Management),BWART,T156,CHAR,3,0,Reservation/dependent requirements,movement_type__inventory_
RESB,Reservation/dependent requirements,SAKNR,G/L Account Number,SAKNR,,CHAR,10,0,Reservation/dependent requirements,g_l_account_number
RESB,Reservation/dependent requirements,GSBER,Business Area,GSBER,TGSB,CHAR,4,0,Reservation/dependent requirements,business_area
RESB,Reservation/dependent requirements,UMWRK,Receiving/Issuing Plant,UMWRK,T001W,CHAR,4,0,Reservation/dependent requirements,receiving_issuing_plant
RESB,Reservation/dependent requirements,UMLGO,Receiving/Issuing Storage Location,UMLGO,T001L,CHAR,4,0,Reservation/dependent requirements,receiving_issuing_storage
RESB,Reservation/dependent requirements,NAFKZ,Indicator: follow-up material active/not active,NAFKZ,,CHAR,1,0,Reservation/dependent requirements,indicator_follow_up_mater
RESB,Reservation/dependent requirements,NOMAT,Follow-Up/Original Material,NOMAT,MARA,CHAR,18,0,Reservation/dependent requirements,follow_up_original_materi
RESB,Reservation/dependent requirements,NOMNG,Required quantity,NOMNG,,QUAN,13,3,Reservation/dependent requirements,required_quantity
RESB,Reservation/dependent requirements,POSTP,Item Category (Bill of Material),POSTP,T418,CHAR,1,0,Reservation/dependent requirements,item_category__bill_of_ma
RESB,Reservation/dependent requirements,POSNR,BOM item number,APOSN,,CHAR,4,0,Reservation/dependent requirements,bom_item_number
RESB,Reservation/dependent requirements,ROMS1,Size 1,ROMS1,,QUAN,13,3,Reservation/dependent requirements,size_1
RESB,Reservation/dependent requirements,ROMS2,Size 2,ROMS2,,QUAN,13,3,Reservation/dependent requirements,size_2
RESB,Reservation/dependent requirements,ROMS3,Size 3,ROMS3,,QUAN,13,3,Reservation/dependent requirements,size_3
RESB,Reservation/dependent requirements,ROMEI,Unit of measure for sizes 1 to 3,ROMEI,T006,UNIT,3,0,Reservation/dependent requirements,unit_of_measure_for_sizes
RESB,Reservation/dependent requirements,ROMEN,Quantity of variable-size item,ROMEN,,QUAN,13,3,Reservation/dependent requirements,quantity_of_variable_size
RESB,Reservation/dependent requirements,SGTXT,Item Text,SGTXT,,CHAR,50,0,Reservation/dependent requirements,item_text
RESB,Reservation/dependent requirements,LMENG,Required quantity for mat.management in stockkeeping units,LMENG,,QUAN,13,3,Reservation/dependent requirements,required_quantity_for_mat
RESB,Reservation/dependent requirements,ROHPS,Variable-sized item indicator,ROHPS,,CHAR,1,0,Reservation/dependent requirements,variable_sized_item_indic
RESB,Reservation/dependent requirements,RFORM,Formula key,RFORM,T418F,CHAR,2,0,Reservation/dependent requirements,formula_key
RESB,Reservation/dependent requirements,ROANZ,Number of variable-size items,ROANZ,,QUAN,13,3,Reservation/dependent requirements,number_of_variable_size_i
RESB,Reservation/dependent requirements,FLMNG,Shortfall quantity of the component in the order,FLMNG,,QUAN,13,3,Reservation/dependent requirements,shortfall_quantity_of_the
RESB,Reservation/dependent requirements,STLTY,BOM category,STLTY,,CHAR,1,0,Reservation/dependent requirements,bom_category
RESB,Reservation/dependent requirements,STLNR,Bill of material,STNUM,,CHAR,8,0,Reservation/dependent requirements,bill_of_material
RESB,Reservation/dependent requirements,STLKN,BOM item node number,STLKN,,NUMC,8,0,Reservation/dependent requirements,bom_item_node_number
RESB,Reservation/dependent requirements,STPOZ,Internal counter,CIM_COUNT,,NUMC,8,0,Reservation/dependent requirements,internal_counter
RESB,Reservation/dependent requirements,LTXSP,Language: The long text was stored in this language,LTXSP,T002,LANG,1,0,Reservation/dependent requirements,language_the_long_text_wa
RESB,Reservation/dependent requirements,POTX1,BOM Item Text (Line 1),POTX1,,CHAR,40,0,Reservation/dependent requirements,bom_item_text__line_1_
RESB,Reservation/dependent requirements,POTX2,BOM item text (line 2),POTX2,,CHAR,40,0,Reservation/dependent requirements,bom_item_text__line_2_
RESB,Reservation/dependent requirements,SANKA,Indicator for Relevancy to Costing,CK_SELKZ,TCK08,CHAR,1,0,Reservation/dependent requirements,indicator_for_relevancy_t
RESB,Reservation/dependent requirements,ALPOS,Alternative item indicator,ALTPS,,CHAR,1,0,Reservation/dependent requirements,alternative_item_indicato
RESB,Reservation/dependent requirements,EWAHR,Usage probability in % (alternative item),EWAHR,,DEC,3,0,Reservation/dependent requirements,usage_probability_in_%__a
RESB,Reservation/dependent requirements,AUSCH,Component scrap in percent,KAUSF,,DEC,5,2,Reservation/dependent requirements,component_scrap_in_percen
RESB,Reservation/dependent requirements,AVOAU,Operation scrap,AVOAU,,DEC,5,2,Reservation/dependent requirements,operation_scrap
RESB,Reservation/dependent requirements,NETAU,Indicator: Net scrap,NETAU,,CHAR,1,0,Reservation/dependent requirements,indicator_net_scrap
RESB,Reservation/dependent requirements,NLFZT,Lead-time offset,NLFZT,,DEC,3,0,Reservation/dependent requirements,lead_time_offset
RESB,Reservation/dependent requirements,AENNR,Change Number,AENNR,AENR,CHAR,12,0,Reservation/dependent requirements,change_number
RESB,Reservation/dependent requirements,UMREZ,Numerator for Conversion to Base Units of Measure,UMREZ,,DEC,5,0,Reservation/dependent requirements,numerator_for_conversion_
RESB,Reservation/dependent requirements,UMREN,Denominator for conversion to base units of measure,UMREN,,DEC,5,0,Reservation/dependent requirements,denominator_for_conversio
RESB,Reservation/dependent requirements,SORTF,Sort String,SORTP,,CHAR,10,0,Reservation/dependent requirements,sort_string
RESB,Reservation/dependent requirements,SBTER,Latest requirements date,SBTER,,DATS,8,0,Reservation/dependent requirements,latest_requirements_date
RESB,Reservation/dependent requirements,VERTI,MRP Distribution Key,SA_VERTL,T437V,CHAR,4,0,Reservation/dependent requirements,mrp_distribution_key
RESB,Reservation/dependent requirements,SCHGT,Indicator: Bulk Material,SCHGT,,CHAR,1,0,Reservation/dependent requirements,indicator_bulk_material
RESB,Reservation/dependent requirements,UPSKZ,Indicator: sub-items exist,UPSKZ,,CHAR,1,0,Reservation/dependent requirements,indicator_sub_items_exist
RESB,Reservation/dependent requirements,DBSKZ,Direct procurement indicator,DBSKZ,,CHAR,1,0,Reservation/dependent requirements,direct_procurement_indica
RESB,Reservation/dependent requirements,TXTPS,Item text indicator,TXTPS,,CHAR,1,0,Reservation/dependent requirements,item_text_indicator
RESB,Reservation/dependent requirements,DUMPS,Phantom item indicator,DUMPS,,CHAR,1,0,Reservation/dependent requirements,phantom_item_indicator
RESB,Reservation/dependent requirements,BEIKZ,Material Provision Indicator,BEIKZ,T417,CHAR,1,0,Reservation/dependent requirements,material_provision_indica
RESB,Reservation/dependent requirements,ERSKZ,Indicator: spare part,ERSKZ,T413,CHAR,1,0,Reservation/dependent requirements,indicator_spare_part
RESB,Reservation/dependent requirements,AUFST,Order level,AUFST,,NUMC,2,0,Reservation/dependent requirements,order_level
RESB,Reservation/dependent requirements,AUFWG,Order path,AUFWG,,NUMC,2,0,Reservation/dependent requirements,order_path
RESB,Reservation/dependent requirements,BAUST,Assembly order level,BAUST,,NUMC,2,0,Reservation/dependent requirements,assembly_order_level
RESB,Reservation/dependent requirements,BAUWG,Assembly order path,BAUWG,,NUMC,2,0,Reservation/dependent requirements,assembly_order_path
RESB,Reservation/dependent requirements,AUFPS,Order item number,AUFPS,,CHAR,2,0,Reservation/dependent requirements,order_item_number
RESB,Reservation/dependent requirements,EBELN,Purchasing Document Number,EBELN,EKKO,CHAR,10,0,Reservation/dependent requirements,purchasing_document_numbe
RESB,Reservation/dependent requirements,EBELP,Item Number of Purchasing Document,EBELP,EKPO,NUMC,5,0,Reservation/dependent requirements,item_number_of_purchasing
RESB,Reservation/dependent requirements,EBELE,Delivery Schedule Line Counter,EETEN,EKET,NUMC,4,0,Reservation/dependent requirements,delivery_schedule_line_co
RESB,Reservation/dependent requirements,KNTTP,Account Assignment Category,KNTTP,T163K,CHAR,1,0,Reservation/dependent requirements,account_assignment_catego
RESB,Reservation/dependent requirements,KZVBR,Consumption Posting,KZVBR,,CHAR,1,0,Reservation/dependent requirements,consumption_posting
RESB,Reservation/dependent requirements,PSPEL,WBS Element,PS_POSNR,,NUMC,8,0,Reservation/dependent requirements,wbs_element
RESB,Reservation/dependent requirements,AUFPL,Routing number of operations in the order,CO_AUFPL,,NUMC,10,0,Reservation/dependent requirements,routing_number_of_operati
RESB,Reservation/dependent requirements,PLNFL,Sequence,PLNFOLGE,,CHAR,6,0,Reservation/dependent requirements,sequence
RESB,Reservation/dependent requirements,VORNR,Operation/Activity Number,VORNR,,CHAR,4,0,Reservation/dependent requirements,operation_activity_number
RESB,Reservation/dependent requirements,APLZL,Internal counter,CIM_COUNT,,NUMC,8,0,Reservation/dependent requirements,internal_counter
RESB,Reservation/dependent requirements,OBJNR,Object number,J_OBJNR,ONR00,CHAR,22,0,Reservation/dependent requirements,object_number
RESB,Reservation/dependent requirements,FLGAT,Sequence category,FOLGENART,TCA07,CHAR,1,0,Reservation/dependent requirements,sequence_category
RESB,Reservation/dependent requirements,GPREIS,Price in component currency,PPCOMP,,CURR,15,2,Reservation/dependent requirements,price_in_component_curren
RESB,Reservation/dependent requirements,FPREIS,Fixed Price in Foreign Currency,OPREIFX,,CURR,15,2,Reservation/dependent requirements,fixed_price_in_foreign_cu
RESB,Reservation/dependent requirements,PEINH,Price Unit,PEINH,,DEC,5,0,Reservation/dependent requirements,price_unit
RESB,Reservation/dependent requirements,RGEKZ,Indicator: Backflush,RGEKZ,,CHAR,1,0,Reservation/dependent requirements,indicator_backflush
RESB,Reservation/dependent requirements,EKGRP,Purchasing Group,EKGRP,T024,CHAR,3,0,Reservation/dependent requirements,purchasing_group
RESB,Reservation/dependent requirements,ROKME,Unit of measure for variable-size component,ROKME,T006,UNIT,3,0,Reservation/dependent requirements,unit_of_measure_for_varia
RESB,Reservation/dependent requirements,ZUMEI,Unit for cutting measures,DZUMEI,T006,UNIT,3,0,Reservation/dependent requirements,unit_for_cutting_measures
RESB,Reservation/dependent requirements,ZUMS1,Cutting measure 1,DZUMS1,,QUAN,13,3,Reservation/dependent requirements,cutting_measure_1
RESB,Reservation/dependent requirements,ZUMS2,Cutting measure 2,DZUMS2,,QUAN,13,3,Reservation/dependent requirements,cutting_measure_2
RESB,Reservation/dependent requirements,ZUMS3,Cutting measure 3,DZUMS3,,QUAN,13,3,Reservation/dependent requirements,cutting_measure_3
RESB,Reservation/dependent requirements,ZUDIV,Integral divisor for cutting measures,DZUDIV,,NUMC,5,0,Reservation/dependent requirements,integral_divisor_for_cutt
RESB,Reservation/dependent requirements,VMENG,Confirmed quantity for availability check in SKU,VMENG,,QUAN,15,3,Reservation/dependent requirements,confirmed_quantity_for_av
RESB,Reservation/dependent requirements,PRREG,Checking Rule for Availability Check,PRREG,T441R,CHAR,2,0,Reservation/dependent requirements,checking_rule_for_availab
RESB,Reservation/dependent requirements,LIFZT,Delivery time in days,LIFZT,,DEC,3,0,Reservation/dependent requirements,delivery_time_in_days
